Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Rawat,2008-2008,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
NA Saini,2019-2022,3,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Shoaib Akhtar,2008-2008,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Simarjeet Singh,2022-2022,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
SB Wagh,2011-2011,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
VS Yeligati,2008-2008,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
JC Archer,2018-2023,4,1,1,1,1*,-,2,50.00,0,0,0,0,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
Bipul Sharma,2011-2011,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
RD Chahar,2019-2025,11,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
"(Mumbai Indians, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Chopra,2008-2008,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M de Lange,2014-2014,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
RJ Harris,2011-2011,1,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
SH Johnson,2025-2025,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MK Lomror,2022-2024,4,2,0,1,1,0.50,4,25.00,0,0,1,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
R McLaren,2013-2013,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Manhas,2011-2014,2,2,0,1,1,0.50,2,50.00,0,0,1,0,0,
"(Chennai Super Kings, Pune Warriors)",,,,,,,,,,,,,,,
Mustafizur Rahman,2017-2024,15,3,2,1,1,1.00,7,14.28,0,0,0,0,0,
"(Chennai Super Kings, Delhi Capitals, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Nehra,2008-2017,9,4,1,1,1,0.33,7,14.28,0,0,2,0,0,
"(Chennai Super Kings, Delhi Daredevils, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Noor Ahmad,2023-2025,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
"(Chennai Super Kings, Gujarat Titans)",,,,,,,,,,,,,,,
RJ Peterson,2012-2012,2,2,1,1,1*,1.00,7,14.28,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
GD Phillips,2023-2023,1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
D Pretorius,2022-2023,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
DS Rathi,2025-2025,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
KW Richardson,2016-2021,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
J Theron,2015-2015,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
DJ Thornely,2008-2008,3,2,2,1,1*,-,11,9.09,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
MA Wood,2018-2018,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Aravind,2011-2017,3,1,0,0,0,0.00,0,-,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VG Arora,2024-2024,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Arshdeep Singh,2021-2023,8,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
P Awana,2012-2014,3,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
L Balaji,2008-2014,6,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
"(Chennai Super Kings, Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
DE Bollinger,2011-2011,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
HC Brook,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
AC Gilchrist,2011-2011,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
MS Gony,2008-2013,3,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
"(Chennai Super Kings, Kings XI Punjab)",,,,,,,,,,,,,,,
K Gowtham,2018-2022,4,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
Joginder Sharma,2008-2011,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
CK Kapugedera,2008-2008,2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Kartik Tyagi,2022-2023,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
K Kushagra,2024-2024,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
MJ Lumb,2011-2011,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
BMAJ Mendis,2013-2013,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RP Meredith,2021-2023,9,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
AF Milne,2017-2022,2,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Y Nagar,2011-2012,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
KL Nagarkoti,2021-2021,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Prasidh Krishna,2018-2022,9,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
"(Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
V Pratap Singh,2012-2012,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
C Sakariya,2021-2022,7,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
"(Delhi Capitals, Rajasthan Royals)",,,,,,,,,,,,,,,
Sandeep Sharma,2014-2023,10,1,1,0,0*,-,1,0.00,0,0,0,0,0,
"(Kings XI Punjab, Punjab Kings, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Sanjay Yadav,2022-2022,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
R Sathish,2011-2016,4,1,0,0,0,0.00,7,0.00,0,0,1,0,0,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
LR Shukla,2008-2008,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Singh,2011-2012,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Sreesanth,2008-2008,2,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
M Theekshana,2022-2022,2,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
AC Thomas,2011-2011,1,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
Umran Malik,2022-2023,5,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
CV Varun,2021-2025,7,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
V Vyshak,2023-2024,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SK Warne,2008-2011,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
DJ Willey,2022-2022,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AN Ahmed,2011-2013,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
KK Ahmed,2019-2025,6,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Anand Rajan,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Ankit Sharma,2014-2015,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Anureet Singh,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Ashwani Kumar,2025-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
S Badree,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
JP Behrendorff,2019-2023,9,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
BA Bhatt,2011-2012,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
N Burger,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Choudhary,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
MJ Dagar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
TU Deshpande,2022-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
NT Ellis,2022-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
LH Ferguson,2017-2023,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders, Rising Pune Supergiant)",,,,,,,,,,,,,,,
RV Gomez,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
HF Gurney,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
JR Hazlewood,2022-2025,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
MJ Henry,2017-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kings XI Punjab, Lucknow Super Giants)",,,,,,,,,,,,,,,
BW Hilfenhaus,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SB Jakati,2011-2016,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Gujarat Lions)",,,,,,,,,,,,,,,
D Jansen,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
CJ Jordan,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
SB Joshi,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
A Kamboj,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Karanveer Singh,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
K Kartikeya,2022-2023,6,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
U Kaul,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Z Khan,2008-2017,6,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MA Khote,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
OC McCoy,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
SSB Magala,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
E Malinga,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
KT Maphaka,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
LI Meriwala,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
A Mithun,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Mohsin Khan,2022-2024,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Muralidaran,2008-2012,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AG Murtaza,2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
T Natarajan,2022-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Naveen-ul-Haq,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
L Ngidi,2018-2021,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
A Nortje,2022-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
M Ntini,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
IC Pandey,2014-2015,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Pathirana,2022-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RV Pawar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
V Puthur,2025-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
RR Raje,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
AS Rajpoot,2017-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
AS Roy,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Sai Kishore,2022-2022,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
BB Samantray,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Sameer Rizvi,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
DJG Sammy,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
S Sandeep Warrier,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Jalaj S Saxena,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
KR Sen,2022-2023,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
VRV Singh,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
PH Solanki,2022-2022,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
BB Sran,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
TM Srivastava,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
P Suyal,2013-2015,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Suyash Sharma,2023-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
YV Takawale,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
PV Tambe,2013-2016,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Lions, Rajasthan Royals)",,,,,,,,,,,,,,,
AS Tendulkar,2023-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
N Thushara,2024-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
RJW Topley,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
AJ Tye,2017-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Lions, Kings XI Punjab)",,,,,,,,,,,,,,,
DL Vettori,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
GC Viljoen,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
D Wiese,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
MP Yadav,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Yash Dayal,2022-2025,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
A Zampa,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rising Pune Supergiant),,,,,,,,,,,,,,,
Zeeshan Ansari,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
