Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
KM Asif,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Avesh Khan,2018-2025,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
P Awana,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
S Badrinath,2008-2013,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
L Balaji,2008-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
JP Behrendorff,2019-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
R Bhatia,2008-2016,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Kolkata Knight Riders, Rising Pune Supergiants)",,,,,,,,,,,,,,,
TA Boult,2015-2025,6,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DL Chahar,2018-2025,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
G Coetzee,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
NM Coulter-Nile,2016-2017,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MJ Dagar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
TU Deshpande,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Fazalhaq Farooqi,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
LH Ferguson,2017-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Punjab Kings, Rising Pune Supergiant, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
CRD Fernando,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Gagandeep Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
K Goel,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
HF Gurney,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
RJ Harris,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
JO Holder,2013-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Imran Tahir,2017-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rising Pune Supergiant)",,,,,,,,,,,,,,,
Kartik Tyagi,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
S Kaushik,2016-2017,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
A Kumble,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
B Lee,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
GD McGrath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
R McLaren,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
MF Maharoof,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
VY Mahesh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
VS Malik,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
E Malinga,2025-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SL Malinga,2011-2019,7,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
KT Maphaka,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
RP Meredith,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mohammad Asif,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
RG More,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Morkel,2011-2016,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Mukesh Choudhary,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Mukesh Kumar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
A Mukund,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SZ Mulani,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mustafizur Rahman,2016-2018,8,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
T Natarajan,2023-2024,12,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Naveen-ul-Haq,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Ntini,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
JDP Oram,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
WD Parnell,2011-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MM Patel,2008-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
LE Plunkett,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
RR Powar,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
M Prasidh Krishna,2018-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
V Pratap Singh,2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Prince Yadav,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
V Puthur,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
DS Rathi,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
AS Raut,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Ravi Bishnoi,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
KW Richardson,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
NA Saini,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Sai Kishore,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
AM Salvi,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
MJ Santner,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
PM Sarvesh Kumar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
R Sathish,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
JPR Scantlebury-Searles,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
T Shamsi,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Shivam Sharma,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Shoaib Malik,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
HR Shokeen,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
VRV Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
A Singh,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
TG Southee,2016-2018,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
S Sreesanth,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
J Suchith,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
TP Sudhindra,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Sunny Singh,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
SW Tait,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Tejas Baroka,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
AS Tendulkar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
R Tewatia,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
Yash Thakur,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Lucknow Super Giants, Punjab Kings)",,,,,,,,,,,,,,,
M Theekshana,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Umar Gul,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
CV Varun,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Vivrant Sharma,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
V Viyaskanth,2024-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SB Wagh,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Pune Warriors),,,,,,,,,,,,,,,
D Wiese,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
J Yadav,2016-2017,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
Yash Dayal,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Yudhvir Singh,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
A Zampa,2017-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Rising Pune Supergiant, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Zeeshan Ansari,2025-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
