Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
DA Warner,2010-2023,13,13,0,322,57,24.76,289,111.41,0,3,2,21,10,
"(Delhi Capitals, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
S Dhawan,2008-2023,10,10,2,299,63*,37.37,250,119.60,0,1,0,35,3,
"(Deccan Chargers, Delhi Capitals, Delhi Daredevils, Mumbai Indians, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
ML Hayden,2008-2010,9,9,1,283,81,35.37,203,139.40,0,2,1,29,12,
(Chennai Super Kings),,,,,,,,,,,,,,,
PA Patel,2008-2019,11,11,0,276,57,25.09,270,102.22,0,2,0,31,4,
"(Chennai Super Kings, Deccan Chargers, Kochi Tuskers Kerala, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AM Rahane,2011-2025,19,17,1,271,31,16.93,226,119.91,0,0,1,21,7,
"(Chennai Super Kings, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
MK Pandey,2010-2023,10,10,2,265,83*,33.12,218,121.55,0,2,0,18,11,
"(Delhi Capitals, Kolkata Knight Riders, Pune Warriors, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
JM Bairstow,2019-2024,7,7,1,257,63*,42.83,181,141.98,0,2,1,22,15,
"(Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Ravindra,2024-2025,8,8,1,238,65*,34.00,152,156.57,0,1,0,20,12,
(Chennai Super Kings),,,,,,,,,,,,,,,
KL Rahul,2015-2025,7,7,1,237,77,39.50,196,120.91,0,3,0,16,8,
"(Delhi Capitals, Kings XI Punjab, Lucknow Super Giants, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
CH Gayle,2010-2021,8,8,1,231,89,33.00,158,146.20,0,2,1,20,14,
"(Kings XI Punjab, Kolkata Knight Riders, Punjab Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
N Rana,2018-2023,6,6,1,228,80,45.60,175,130.28,0,3,1,25,8,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
JH Kallis,2008-2013,6,6,0,225,69,37.50,196,114.79,0,3,0,23,3,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MS Bisla,2010-2013,4,4,0,215,92,53.75,147,146.25,0,2,0,26,7,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
AD Russell,2012-2025,11,9,3,215,88*,35.83,147,146.25,0,2,0,15,16,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
RA Tripathi,2019-2025,10,10,0,212,53,21.20,155,136.77,0,1,0,24,6,
"(Chennai Super Kings, Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
V Shankar,2019-2025,10,9,1,200,69*,25.00,161,124.22,0,1,0,9,8,
"(Chennai Super Kings, Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
WP Saha,2008-2024,15,12,2,193,46*,19.30,172,112.20,0,0,0,17,8,
"(Chennai Super Kings, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MA Agarwal,2011-2023,10,10,0,191,45,19.10,159,120.12,0,0,1,22,8,
"(Delhi Daredevils, Kings XI Punjab, Punjab Kings, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
KD Karthik,2008-2024,11,9,3,188,38*,31.33,158,118.98,0,0,0,19,5,
"(Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
G Gambhir,2008-2015,7,7,1,187,63,31.16,160,116.87,0,3,1,19,2,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MP Stoinis,2021-2024,5,4,2,187,124*,93.50,110,170.00,1,0,0,18,8,
"(Delhi Capitals, Lucknow Super Giants)",,,,,,,,,,,,,,,
RV Uthappa,2008-2019,8,8,0,177,43,22.12,133,133.08,0,0,1,21,7,
"(Kolkata Knight Riders, Mumbai Indians, Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
GJ Maxwell,2021-2024,4,4,0,176,78,44.00,119,147.89,0,2,1,17,8,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SE Marsh,2008-2015,4,4,0,173,73,43.25,121,142.97,0,2,0,16,7,
(Kings XI Punjab),,,,,,,,,,,,,,,
Ishan Kishan,2019-2025,9,9,0,167,44,18.55,174,95.97,0,0,0,13,4,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
SM Curran,2019-2025,7,7,2,164,88,32.80,120,136.66,0,1,0,14,5,
"(Chennai Super Kings, Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
SS Iyer,2015-2025,5,5,1,163,72,40.75,114,142.98,0,1,0,14,5,
"(Delhi Capitals, Delhi Daredevils, Kolkata Knight Riders, Punjab Kings)",,,,,,,,,,,,,,,
SPD Smith,2012-2021,6,6,2,161,39*,40.25,127,126.77,0,0,0,12,4,
"(Delhi Capitals, Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
DJ Mitchell,2024-2024,7,7,2,157,52,31.40,113,138.93,0,1,0,15,4,
(Chennai Super Kings),,,,,,,,,,,,,,,
DR Smith,2013-2015,8,8,0,148,34,18.50,144,102.77,0,0,1,21,4,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
R Dravid,2008-2013,5,4,0,145,66,36.25,127,114.17,0,1,0,18,1,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
NV Ojha,2010-2015,5,5,1,144,94*,36.00,96,150.00,0,1,0,11,10,
"(Delhi Daredevils, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
KA Pollard,2010-2021,12,10,4,144,57*,24.00,122,118.03,0,1,0,9,9,
(Mumbai Indians),,,,,,,,,,,,,,,
IK Pathan,2008-2013,5,5,2,140,44*,46.66,106,132.07,0,0,0,11,6,
"(Delhi Daredevils, Kings XI Punjab)",,,,,,,,,,,,,,,
Shubman Gill,2019-2024,6,6,0,128,42,21.33,101,126.73,0,0,0,12,6,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
D Padikkal,2021-2025,5,5,0,114,38,22.80,100,114.00,0,0,0,11,2,
"(Lucknow Super Giants, Rajasthan Royals, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
CL White,2010-2013,4,4,1,113,77,37.66,87,129.88,0,1,0,12,3,
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
H Klaasen,2023-2025,5,5,0,110,50,22.00,96,114.58,0,1,0,3,5,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Prabhsimran Singh,2023-2025,3,3,0,109,54,36.33,70,155.71,0,1,0,10,6,
(Punjab Kings),,,,,,,,,,,,,,,
KS Williamson,2015-2021,3,3,3,108,66*,-,88,122.72,0,1,0,9,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
DA Miller,2012-2024,6,6,1,104,51*,20.80,77,135.06,0,1,0,11,2,
"(Gujarat Titans, Kings XI Punjab)",,,,,,,,,,,,,,,
HH Pandya,2015-2023,9,9,3,101,23*,16.83,81,124.69,0,0,1,8,4,
"(Gujarat Titans, Mumbai Indians)",,,,,,,,,,,,,,,
SR Tendulkar,2010-2013,4,4,1,101,45,33.66,75,134.66,0,0,1,14,1,
(Mumbai Indians),,,,,,,,,,,,,,,
Harbhajan Singh,2008-2021,17,7,3,100,33,25.00,72,138.88,0,0,0,5,8,
"(Chennai Super Kings, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
Q de Kock,2013-2025,9,9,0,97,40,10.77,97,100.00,0,0,1,9,4,
"(Kolkata Knight Riders, Lucknow Super Giants, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Ashwin,2010-2025,47,14,5,95,30,10.55,90,105.55,0,0,2,8,2,
"(Chennai Super Kings, Delhi Capitals, Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
SP Narine,2012-2025,9,5,0,95,44,19.00,49,193.87,0,0,0,5,10,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MM Ali,2019-2025,14,10,2,93,19,11.62,83,112.04,0,0,0,7,3,
"(Chennai Super Kings, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DJ Hooda,2015-2025,12,10,1,93,22,10.33,91,102.19,0,0,1,7,3,
"(Chennai Super Kings, Lucknow Super Giants, Punjab Kings, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AC Gilchrist,2008-2010,2,2,0,92,54,46.00,53,173.58,0,1,0,11,5,
(Deccan Chargers),,,,,,,,,,,,,,,
N Wadhera,2023-2025,3,3,0,92,64,30.66,66,139.39,0,1,0,11,3,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
GC Smith,2008-2008,1,1,0,91,91,91.00,51,178.43,0,1,0,9,4,
(Rajasthan Royals),,,,,,,,,,,,,,,
DC Jurel,2023-2024,3,3,1,88,56*,44.00,59,149.15,0,1,0,8,4,
(Rajasthan Royals),,,,,,,,,,,,,,,
Yuvraj Singh,2008-2015,4,4,0,88,43,22.00,82,107.31,0,0,0,7,2,
"(Delhi Daredevils, Kings XI Punjab, Pune Warriors)",,,,,,,,,,,,,,,
SS Tiwary,2010-2012,5,5,2,86,42*,28.66,83,103.61,0,0,0,3,3,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
V Sehwag,2008-2015,6,6,0,81,71,13.50,57,142.10,0,1,1,8,4,
"(Delhi Daredevils, Kings XI Punjab)",,,,,,,,,,,,,,,
SP Fleming,2008-2008,5,5,0,80,45,16.00,77,103.89,0,0,0,7,3,
(Chennai Super Kings),,,,,,,,,,,,,,,
RK Singh,2018-2025,5,4,1,80,54,26.66,73,109.58,0,1,0,5,4,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
JC Buttler,2019-2024,3,3,0,79,52,26.33,68,116.17,0,1,0,4,3,
(Rajasthan Royals),,,,,,,,,,,,,,,
KM Jadhav,2011-2021,12,9,4,78,20,15.60,85,91.76,0,0,0,7,1,
"(Chennai Super Kings, Delhi Daredevils, Kochi Tuskers Kerala, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
RR Rossouw,2023-2024,2,2,0,78,43,39.00,60,130.00,0,0,0,7,3,
"(Delhi Capitals, Punjab Kings)",,,,,,,,,,,,,,,
YBK Jaiswal,2023-2024,3,3,0,76,42,25.33,50,152.00,0,0,0,9,4,
(Rajasthan Royals),,,,,,,,,,,,,,,
EJG Morgan,2011-2021,5,5,1,76,32*,19.00,61,124.59,0,0,0,5,4,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
LR Shukla,2008-2012,5,5,1,76,42,19.00,59,128.81,0,0,0,6,3,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MK Tiwary,2010-2012,4,4,1,76,27,25.33,62,122.58,0,0,0,6,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
S Anirudha,2008-2013,10,6,2,75,64,18.75,73,102.73,0,1,1,6,2,
(Chennai Super Kings),,,,,,,,,,,,,,,
SN Khan,2015-2019,2,2,0,75,67,37.50,67,111.94,0,1,0,5,2,
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AD Mathews,2010-2012,2,2,0,75,48,37.50,70,107.14,0,0,0,4,2,
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,,
D Brevis,2025-2025,2,2,0,74,42,37.00,51,145.09,0,0,0,3,5,
(Chennai Super Kings),,,,,,,,,,,,,,,
DPMD Jayawardene,2008-2012,4,4,0,74,55,18.50,59,125.42,0,1,0,5,3,
"(Delhi Daredevils, Kings XI Punjab)",,,,,,,,,,,,,,,
Mandeep Singh,2012-2019,4,4,1,72,56,24.00,66,109.09,0,1,1,7,1,
"(Kings XI Punjab, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
CA Lynn,2018-2021,3,3,0,71,49,23.66,56,126.78,0,0,1,8,3,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
KR Mayers,2023-2023,2,2,0,71,53,35.50,35,202.85,0,1,0,11,2,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Abhishek Sharma,2021-2025,8,7,0,70,34,10.00,57,122.80,0,0,1,5,3,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Sameer Rizvi,2024-2025,6,4,1,70,21,23.33,52,134.61,0,0,0,5,3,
"(Chennai Super Kings, Delhi Capitals)",,,,,,,,,,,,,,,
AJ Finch,2013-2013,1,1,0,67,67,67.00,45,148.88,0,1,0,10,2,
(Pune Warriors),,,,,,,,,,,,,,,
Y Venugopal Rao,2008-2012,4,3,0,67,30,22.33,51,131.37,0,0,0,2,5,
"(Deccan Chargers, Delhi Daredevils)",,,,,,,,,,,,,,,
TM Head,2024-2025,4,4,0,66,34,16.50,52,126.92,0,0,1,8,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
N Pooran,2021-2024,5,4,0,66,34,16.50,34,194.11,0,0,2,5,5,
"(Lucknow Super Giants, Punjab Kings)",,,,,,,,,,,,,,,
C Green,2023-2024,3,3,0,65,41,21.66,49,132.65,0,0,0,8,1,
"(Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
AK Markram,2023-2024,4,4,0,65,32,16.25,63,103.17,0,0,0,8,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
VR Iyer,2023-2025,4,3,1,64,52*,32.00,38,168.42,0,1,0,6,3,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PP Shaw,2019-2021,3,3,0,64,53,21.33,49,130.61,0,1,0,9,1,
(Delhi Capitals),,,,,,,,,,,,,,,
BJ Hodge,2011-2013,3,3,3,63,51*,-,53,118.86,0,1,0,4,2,
"(Kochi Tuskers Kerala, Rajasthan Royals)",,,,,,,,,,,,,,,
S Vidyut,2008-2008,3,3,0,62,54,20.66,44,140.90,0,1,1,9,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
AR Patel,2015-2025,5,4,0,60,21,15.00,45,133.33,0,0,0,5,3,
"(Delhi Capitals, Kings XI Punjab)",,,,,,,,,,,,,,,
RM Patidar,2021-2025,4,4,0,60,51,15.00,45,133.33,0,1,1,5,3,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
P Negi,2012-2015,4,4,1,59,36,19.66,33,178.78,0,0,0,5,3,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
SV Samson,2015-2024,5,5,0,59,26,11.80,59,100.00,0,0,1,3,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
NT Tilak Varma,2023-2025,2,2,0,57,31,28.50,47,121.27,0,0,0,2,4,
(Mumbai Indians),,,,,,,,,,,,,,,
SW Billings,2018-2018,1,1,0,56,56,56.00,23,243.47,0,1,0,2,5,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Sohal,2011-2011,1,1,0,56,56,56.00,30,186.66,0,1,0,6,4,
(Deccan Chargers),,,,,,,,,,,,,,,
HH Gibbs,2008-2010,2,2,0,55,45,27.50,46,119.56,0,0,0,6,2,
(Deccan Chargers),,,,,,,,,,,,,,,
YK Pathan,2008-2019,8,8,2,55,13,9.16,57,96.49,0,0,0,2,1,
"(Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
OA Shah,2011-2012,2,2,0,55,52,27.50,46,119.56,0,1,0,4,3,
"(Kochi Tuskers Kerala, Rajasthan Royals)",,,,,,,,,,,,,,,
BA Stokes,2019-2023,2,2,0,54,46,27.00,34,158.82,0,0,0,2,3,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Kamran Akmal,2008-2008,1,1,1,53,53*,-,28,189.28,0,1,0,4,3,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Parag,2024-2024,2,2,1,53,47*,53.00,45,117.77,0,0,0,1,3,
(Rajasthan Royals),,,,,,,,,,,,,,,
K Nitish Kumar Reddy,2024-2025,4,4,1,52,19*,17.33,48,108.33,0,0,0,3,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
LRPL Taylor,2011-2013,3,3,0,52,24,17.33,41,126.82,0,0,0,3,2,
"(Delhi Daredevils, Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
RE Levi,2012-2012,1,1,0,50,50,50.00,35,142.85,0,1,0,6,3,
(Mumbai Indians),,,,,,,,,,,,,,,
LS Livingstone,2023-2025,2,2,0,50,40,25.00,33,151.51,0,0,0,1,5,
"(Punjab Kings, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
A Symonds,2010-2010,1,1,0,50,50,50.00,43,116.27,0,1,0,3,3,
(Deccan Chargers),,,,,,,,,,,,,,,
Abdul Samad,2021-2024,6,6,1,49,19*,9.80,41,119.51,0,0,2,2,3,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SO Hetmyer,2019-2024,5,5,2,49,30*,16.33,41,119.51,0,0,1,4,2,
"(Delhi Capitals, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
RR Pant,2019-2021,3,3,0,49,37,16.33,38,128.94,0,0,0,6,1,
(Delhi Capitals),,,,,,,,,,,,,,,
PD Salt,2023-2025,3,3,0,49,32,16.33,28,175.00,0,0,1,6,3,
"(Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
Shakib Al Hasan,2012-2021,5,4,1,49,26,16.33,46,106.52,0,0,0,3,1,
"(Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Anuj Rawat,2024-2024,1,1,0,48,48,48.00,25,192.00,0,0,0,4,3,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Rashid Khan,2019-2024,8,5,0,48,30,9.60,29,165.51,0,0,2,4,3,
"(Gujarat Titans, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Shahbaz Ahmed,2021-2024,6,5,0,48,18,9.60,42,114.28,0,0,0,1,3,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Shashank Singh,2024-2025,2,2,1,48,25*,48.00,38,126.31,0,0,0,2,3,
(Punjab Kings),,,,,,,,,,,,,,,
KH Pandya,2019-2025,11,10,1,47,15,5.22,54,87.03,0,0,2,5,1,
"(Lucknow Super Giants, Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SC Ganguly,2008-2012,3,3,0,46,24,15.33,57,80.70,0,0,0,7,0,
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,,
M Manhas,2010-2011,2,2,1,45,25*,45.00,55,81.81,0,0,0,2,1,
"(Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
Y Nagar,2011-2012,2,2,2,45,44*,-,49,91.83,0,0,0,1,1,
(Delhi Daredevils),,,,,,,,,,,,,,,
AM Nayar,2008-2013,2,2,2,45,45*,-,21,214.28,0,0,0,6,1,
"(Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,,
T Stubbs,2023-2025,2,2,1,44,24*,44.00,33,133.33,0,0,0,4,1,
"(Delhi Capitals, Mumbai Indians)",,,,,,,,,,,,,,,
STR Binny,2011-2013,3,2,2,43,36*,-,29,148.27,0,0,0,3,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
SA Asnodkar,2008-2008,1,1,0,41,41,41.00,27,151.85,0,0,0,5,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
JEC Franklin,2011-2012,2,2,1,41,25*,41.00,47,87.23,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
SB Styris,2008-2011,2,2,2,41,36*,-,43,95.34,0,0,0,4,1,
"(Chennai Super Kings, Deccan Chargers)",,,,,,,,,,,,,,,
PJ Cummins,2015-2025,8,6,1,40,24,8.00,36,111.11,0,0,2,4,2,
"(Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Rahmanullah Gurbaz,2023-2024,2,2,0,40,39,20.00,36,111.11,0,0,0,5,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Ashish Reddy,2012-2013,2,2,1,39,36*,39.00,19,205.26,0,0,0,2,3,
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AL Menaria,2011-2012,2,2,0,38,36,19.00,42,90.47,0,0,0,2,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
LMP Simmons,2015-2015,1,1,0,38,38,38.00,31,122.58,0,0,0,3,2,
(Mumbai Indians),,,,,,,,,,,,,,,
RN ten Doeschate,2015-2015,1,1,1,38,38*,-,28,135.71,0,0,0,3,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
TH David,2023-2025,3,3,1,37,22*,18.50,25,148.00,0,0,0,2,3,
"(Mumbai Indians, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
MJ Lumb,2010-2010,1,1,0,37,37,37.00,26,142.30,0,0,0,6,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Mhatre,2025-2025,2,2,0,37,30,18.50,25,148.00,0,0,0,7,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
B Sai Sudharsan,2024-2024,1,1,0,37,37,37.00,31,119.35,0,0,0,3,0,
(Gujarat Titans),,,,,,,,,,,,,,,
PP Chawla,2008-2023,9,6,2,35,17,8.75,38,92.10,0,0,2,3,2,
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
MJ Santner,2019-2025,4,3,1,34,22,17.00,34,100.00,0,0,0,1,2,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
Lalit Yadav,2021-2023,2,2,1,34,22*,34.00,30,113.33,0,0,0,4,0,
(Delhi Capitals),,,,,,,,,,,,,,,
Abishek Porel,2025-2025,1,1,0,33,33,33.00,20,165.00,0,0,0,4,1,
(Delhi Capitals),,,,,,,,,,,,,,,
JM Sharma,2023-2025,3,2,0,33,21,16.50,16,206.25,0,0,0,3,2,
"(Punjab Kings, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
DT Christian,2011-2021,5,5,1,32,27*,8.00,32,100.00,0,0,0,2,1,
"(Deccan Chargers, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
E Lewis,2019-2019,1,1,0,32,32,32.00,30,106.66,0,0,0,3,1,
(Mumbai Indians),,,,,,,,,,,,,,,
PHKD Mendis,2025-2025,1,1,1,32,32*,-,22,145.45,0,0,0,3,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
J Botha,2011-2013,2,2,0,31,23,15.50,26,119.23,0,0,0,4,1,
"(Delhi Daredevils, Rajasthan Royals)",,,,,,,,,,,,,,,
KC Sangakkara,2010-2012,3,3,0,31,15,10.33,33,93.93,0,0,0,3,1,
"(Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,,
DL Chahar,2018-2025,20,3,2,29,28*,29.00,19,152.63,0,0,1,2,2,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
DJ Hussey,2008-2013,4,4,0,29,22,7.25,25,116.00,0,0,2,3,1,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
A Mishra,2010-2021,8,4,0,29,15,7.25,41,70.73,0,0,0,3,0,
"(Deccan Chargers, Delhi Capitals, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
CH Morris,2013-2019,8,6,5,29,16*,29.00,22,131.81,0,0,1,0,1,
"(Chennai Super Kings, Delhi Capitals, Rajasthan Royals)",,,,,,,,,,,,,,,
K Gowtham,2019-2023,3,3,1,28,17*,14.00,22,127.27,0,0,0,0,2,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
JC Archer,2019-2023,2,2,2,27,24*,-,13,207.69,0,0,0,1,2,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
KA Jamieson,2021-2021,3,3,1,27,12,13.50,17,158.82,0,0,0,3,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
